Company Name,Year,Advertising,Cash Flow from Operations,Current Assets,Current Liabilities,Earnings Before Tax,EBITDA,Inventories,Long Term Debt,Net Income,Net Property Plant & Equip,Operating Income,Research & Development,Selling General & Admin,Stockholders Equity,Total Assets,Total Liabilities,Total Revenue
"Mohawk Industries, Inc.",2018,116854000,1181344000,4509296000,3266239000,1049201000,1575439000,2287615000,1515601000,861704000,4699902000,1095326000,-,1742744000,7433814000,13099123000,5665309000,9983634000
Molson Coors Beverage Co,2018,1200000000,2331300000,2766300000,4300900000,1359800000,2291400000,591800000,8893800000,1116500000,4608300000,1631800000,-,2802700000,13507400000,30109800000,16602400000,10769600000
Mondelez International Inc,2018,1173000000,3948000000,7604000000,16737000000,2842000000,4115000000,2592000000,12532000000,3381000000,8482000000,3312000000,362000000,6475000000,25637000000,62729000000,37092000000,25938000000
Monolithic Power Systems Inc,2018,-,141451000,580810000,80439000,118482000,124888000,136384000,-,105268000,150001000,113488000,93455000,113803000,640093000,793432000,153339000,582382000
Monster Beverage Corp (New),2018,353900000,1161881000,1804170000,601145000,1293272000,1338272000,277705000,-,993004000,243051000,1283619000,-,-,3610901000,4526891000,915990000,3807183000
Moody's Corp.,2018,-,1461100000,3386900000,2098500000,1657200000,2065100000,-,5226100000,1309600000,320400000,1868200000,51100000,1080100000,459900000,9526200000,9066300000,4442700000
Morgan Stanley,2018,-,7305000000,-,-,11237000000,-,-,-,8748000000,-,-,-,-,80246000000,853531000000.00,773285000000.00,50193000000
Mosaic Co (The),2018,-,1409800000,4237000000,2483700000,551500000,1595800000,2270200000,4491500000,470000000,11746500000,928300000,-,341100000,10397300000,20119200000,9721900000,9587300000
Motorola Solutions Inc,2018,-,1075000000,4272000000,3096000000,1102000000,1684000000,356000000,5289000000,966000000,895000000,1255000000,637000000,1254000000,-1293000000,9409000000,10702000000,7343000000
MSCI Inc,2018,-,612762000,1435089000,809008000,629896000,828830000,-,2575502000,507885000,90877000,686898000,81411000,292805000,-166494000,3387952000,3554446000,1433984000
Nasdaq Inc,2018,-,1028000000,6370000000,6570000000,1046000000,1287000000,-,2956000000,458000000,376000000,1028000000,-,1235000000,5449000000,15700000000,10251000000,4277000000
"NetApp, Inc.",2018,-,1478000000,6856000000,3623000000,1166000000,1347000000,126000000,1541000000,76000000,756000000,907000000,783000000,2009000000,2067000000,9865000000,7798000000,5911000000
Netflix Inc,2018,1808000000,-2680479000,9694135000,6487320000,1226458000,9261683000,-,10360058000,1211242000,418281000,1605226000,1221814000,2999763000,5238765000,25974400000,20735635000,15794341000
Newell Brands Inc,2018,374000000,680000000,7748800000,3330000000,-8267700000,-7652400000,1583100000,6696300000,-6917900000,925600000,-7828500000,135000000,2434800000,5243000000,17716400000,12473400000,8630900000
Newmont Corp,2018,-,1827000000,5277000000,1787000000,738000000,2104000000,1327000000,3608000000,341000000,12258000000,790000000,153000000,244000000,10502000000,20715000000,10213000000,7253000000
News Corp (New),2018,663000000,757000000,4394000000,3295000000,-83000000,296000000,376000000,1490000000,-1514000000,2560000000,249000000,-,3049000000,9311000000,16346000000,7035000000,9024000000
NextEra Energy Inc,2018,-,6593000000,6393000000,17563000000,6994000000,12492000000,1223000000,26782000000,6638000000,70334000000,4200000000,-,1508000000,34144000000,103702000000.00,69558000000,16727000000
Nielsen Holdings PLC,2018,18000000,1058000000,2003000000,1657000000,-882000000,-327000000,-,8280000000,-712000000,468000000,-475000000,-,1958000000,2847000000,15179000000,12332000000,6515000000
NIKE Inc,2018,3577000000,4955000000,15134000000,6040000000,4325000000,5126000000,5261000000,3468000000,1933000000,4454000000,4379000000,-,11511000000,9812000000,22536000000,12724000000,36397000000
NiSource Inc. (Holding Co.),2018,-,540100000,2055400000,4036800000,-230600000,677000000,422500000,7105400000,-50600000,15542500000,124700000,-,2352900000,5750900000,21804000000,16053100000,5114500000
Norfolk Southern Corp,2018,-,3726000000,1862000000,2591000000,3469000000,5130000000,207000000,10560000000,2666000000,31091000000,3959000000,-,2925000000,15362000000,36239000000,20877000000,11458000000
Northern Trust Corp,2018,-,1767500000,-,-,1957800000,-,-,-,1556400000,428200000,-,-,-,10508300000,132212500000.00,121704200000.00,6658900000
Northrop Grumman Corp,2018,-,3827000000,9680000000,8274000000,3742000000,5104000000,654000000,13883000000,3229000000,6372000000,3780000000,764000000,3011000000,8187000000,37653000000,29466000000,30095000000
NortonLifeLock Inc,2018,360000000,950000000,3493000000,3170000000,437000000,1100000000,-,5026000000,1138000000,778000000,49000000,956000000,2167000000,5023000000,15759000000,10736000000,4834000000
Norwegian Cruise Line Holdings Ltd,2018,327300000,2075171000,550313000,3150500000,969310000,1774614000,90202000,5810873000,954843000,12119253000,1219061000,-,897929000,5963001000,15205970000,9242969000,6055126000
NRG Energy Inc,2018,-,1377000000,3600000000,2398000000,458000000,986000000,412000000,6449000000,268000000,3048000000,950000000,11000000,799000000,-1234000000,10628000000,11862000000,9478000000
Nucor Corp.,2018,-,2393952000,8636265000,2806300000,3189151000,3955565000,4553500000,4233276000,2360767000,5334748000,3324686000,-,860722000,9792078000,17920588000,8128510000,25067279000
NVIDIA Corp,2018,25000000,3502000000,9255000000,1153000000,3196000000,3302000000,796000000,1985000000,3047000000,997000000,3210000000,1797000000,815000000,7471000000,11241000000,3770000000,9714000000
NVR Inc.,2018,-,723126000,1985038000,426819000,959732000,1004981000,1253110000,597681000,797197000,48744000,984813000,-,512712000,1808562000,3165933000,1357371000,7189652000
NXP Semiconductors NV,2018,-,4369000000,5225000000,3385000000,2375000000,4527000000,1279000000,6247000000,2208000000,2436000000,2710000000,1700000000,993000000,10505000000,21530000000,11025000000,9407000000
"O'Reilly Automotive, Inc.",2018,81400000,1727555000,3543102000,3894020000,1694087000,2059695000,3193344000,3417122000,1324487000,3587002000,1815184000,-,3224782000,353667000,7980789000,7627122000,9536428000
Occidental Petroleum Corp,2018,-,7669000000,9932000000,7412000000,4946000000,9312000000,1260000000,10201000000,4131000000,31437000000,5666000000,-,1613000000,21330000000,43854000000,22524000000,18934000000
"Old Dominion Freight Line, Inc.",2018,28200000,900116000,706229000,356732000,815513000,1042989000,-,45000000,605668000,2754943000,817051000,-,2879656000,2680483000,3545283000,864800000,4043695000
"Omnicom Group, Inc.",2018,-,1722300000,13726900000,15270200000,1924300000,2397500000,1161500000,4384100000,1326400000,694400000,2133500000,-,455400000,2547100000,24617000000,22069900000,15290200000
ONEOK Inc,2018,-,2186719000,1398632000,2108436000,1359552000,2257729000,437841000,8873334000,1151703000,14766651000,1834863000,-,0,6579543000,18231671000,11652128000,12593196000
Oracle Corp,2018,138000000,15386000000,75964000000,19195000000,13026000000,16635000000,-,56128000000,3825000000,5897000000,13679000000,6091000000,9769000000,45726000000,137264000000.00,91538000000,39831000000
Organon & Co,2018,322000000,3687000000,-,-,2729000000,4382000000,-,-,2153000000,-,2587000000,365000000,2013000000,-,-,-,9777000000
Otis Worldwide Corp,2018,-,1550000000,5612000000,5303000000,1893000000,1965000000,637000000,-,1049000000,678000000,1835000000,181000000,1735000000,1569000000,9135000000,7566000000,12915000000
PACCAR Inc.,2018,-,2992300000,7320100000,4246000000,2810200000,3664300000,1184700000,9950500000,2195100000,2480900000,2875400000,306100000,644700000,8592900000,25482400000,16889500000,23495700000
Packaging Corp of America,2018,-,1180100000,2115100000,693600000,970500000,1429400000,795600000,2501300000,738000000,3108600000,1067700000,14400000,536400000,2672400000,6569700000,3897300000,7014600000
Parker Hannifin Corp,2018,-,1600287000,5085238000,3197483000,1702277000,2153956000,1621304000,4318559000,1060801000,1856237000,1882399000,327877000,1657152000,5859866000,15320087000,9460221000,14302392000
Paychex Inc,2018,-,1276400000,5784400000,5287200000,1296100000,1405000000,-,-,933700000,393500000,1287500000,-,1075600000,2024500000,7463700000,5439200000,3380900000
Paycom Software Inc,2018,16800000,184817000,1064622000,1028682000,174711000,190602000,797000,32614000,137065000,176962000,173715000,46247000,240486000,334753000,1521926000,1187173000,566336000
PayPal Holdings Inc,2018,484000000,5483000000,32963000000,25904000000,2376000000,3003000000,-,-,2057000000,1724000000,2194000000,1071000000,4246000000,15386000000,43332000000,27946000000,15451000000
Penn National Gaming Inc,2018,-,352794000,677658000,738436000,67595000,857907000,-,9430726000,93519000,6868768000,634092000,-,618951000,731226000,10961012000,10229786000,3587918000
Pentair PLC,2018,-,439100000,1039400000,818700000,379800000,462100000,387500000,787600000,347400000,272600000,436700000,76700000,534300000,1836100000,3806500000,1970400000,2965100000
People's United Financial Inc,2018,-,589300000,-,-,576300000,-,-,-,468100000,267300000,-,-,-,6533900000,47877300000,41343400000,1885400000
PepsiCo Inc,2018,2600000000,9415000000,21893000000,22138000000,9189000000,12649000000,3128000000,28295000000,12515000000,17589000000,10110000000,680000000,25170000000,14518000000,77648000000,63130000000,64661000000
"PerkinElmer, Inc.",2018,-,311038000,1234634000,771631000,257683000,504106000,338347000,1876624000,237927000,318590000,323884000,193998000,811913000,2584955000,5975522000,3390567000,2777996000
Pfizer Inc,2018,3100000000,15827000000,49926000000,31858000000,11885000000,17761000000,7508000000,32909000000,11153000000,13385000000,11575000000,8006000000,14455000000,63407000000,159422000000.00,96015000000,53647000000
Philip Morris International Inc,2018,896000000,9478000000,19442000000,17191000000,10671000000,12325000000,8804000000,26975000000,7911000000,7201000000,11377000000,383000000,7408000000,-12459000000,39801000000,52260000000,29625000000
Phillips 66,2018,68000000,7573000000,13209000000,8935000000,7445000000,9305000000,3543000000,11093000000,5595000000,22018000000,7949000000,55000000,1677000000,24653000000,54302000000,29649000000,114217000000.00
Pinnacle West Capital Corp,2018,-,1277144000,924991000,1648964000,664442000,1641785000,294094000,4638232000,511047000,14029570000,773687000,-,0,5222915000,17664202000,12441287000,3691247000
Pioneer Natural Resources Co,2018,-,3242000000,2580000000,1818000000,1251000000,1820000000,242000000,2284000000,978000000,14839000000,1377000000,-,381000000,12111000000,17903000000,5792000000,9415000000
PNC Financial Services Group (The),2018,-,7840000000,-,-,6428000000,-,-,-,5301000000,-,-,-,-,47728000000,382315000000.00,334587000000.00,19993000000
Pool Corp,2018,7390000,118656000,915244000,305610000,292993000,340011000,672579000,657593000,234461000,106964000,313889000,-,556284000,223590000,1240871000,1017281000,2998097000
PPG Industries Inc,2018,280000000,1467000000,5961000000,4373000000,1677000000,2126000000,1783000000,4365000000,1341000000,2805000000,1674000000,441000000,3573000000,4630000000,16015000000,11385000000,15374000000
PPL Corp,2018,-,2821000000,2432000000,4563000000,2285000000,4336000000,303000000,20069000000,1827000000,34458000000,2852000000,-,0,11657000000,43396000000,31739000000,7785000000
Principal Financial Group Inc,2018,-,5156500000,-,-,1784400000,-,-,-,1546500000,767300000,-,-,-,11390000000,243036100000.00,231646100000.00,14237200000
Procter & Gamble Company (The),2018,7103000000,14867000000,23320000000,28237000000,13326000000,16419000000,4738000000,20863000000,9750000000,20600000000,13711000000,1908000000,18853000000,52293000000,118310000000.00,66017000000,66832000000
Progressive Corp. (OH),2018,-,6284800000,-,-,3163600000,-,-,-,2615300000,1131700000,-,-,-,10821800000,46575000000,35753200000,31979000000
Prologis Inc,2018,-,1803559000,556811000,1071785000,1588030000,2695437000,-,11089815000,1649361000,112211000,847002000,-,396025000,22298093000,38417664000,16119571000,2804449000
Prudential Financial Inc,2018,-,21664000000,-,-,4834000000,-,-,-,4074000000,-,-,-,-,48617000000,815078000000.00,766461000000.00,62992000000
PTC Inc,2018,2900000,247811000,633784000,735279000,28656000,127260000,-,643268000,51987000,80613000,73237000,249774000,557505000,874589000,2329022000,1454433000,1241824000
Public Service Enterprise Group Inc,2018,-,2913000000,3507000000,4935000000,1840000000,3404000000,902000000,13168000000,1438000000,34363000000,2298000000,-,-,14377000000,45326000000,30949000000,9696000000
Public Storage,2018,-,2061503000,361218000,-,1613728000,1636428000,-,1412283000,1711031000,-,1412192000,-,118720000,9119478000,10928270000,1808792000,2754280000
PulteGroup Inc,2018,51000000,1449744000,8481992000,749908000,1344850000,1387275000,7253353000,3376478000,1022023000,92935000,1337875000,-,1012023000,4817782000,10172976000,5355194000,10188331000
PVH Corp,2018,501300000,699800000,3030800000,1871600000,500100000,874500000,1591300000,3061300000,537800000,899800000,622300000,-,4248200000,5536400000,11885700000,6349300000,8914800000
Qorvo Inc,2018,-,852520000,1843805000,441279000,17145000,783891000,472292000,983290000,-40288000,1374112000,70282000,445103000,527751000,4775564000,6381519000,1605955000,2973536000
Qualcomm Inc,2018,-,3895000000,17384000000,11236000000,658000000,1577000000,1693000000,15365000000,-4864000000,2975000000,742000000,5625000000,2986000000,928000000,32686000000,31758000000,22732000000
"Quanta Services, Inc.",2018,-,358789000,3326104000,1806127000,457666000,739556000,107732000,1040532000,293346000,1276032000,540269000,-,857574000,3604159000,7075787000,3471628000,11171423000
"Quest Diagnostics, Inc.",2018,-,1200000000,1390000000,1485000000,926000000,1183000000,99000000,3429000000,736000000,1288000000,1105000000,-,1424000000,5216000000,11003000000,5787000000,7531000000
Ralph Lauren Corp,2018,241100000,975100000,3548400000,1587200000,489200000,790300000,761300000,524400000,162800000,1186300000,498200000,-,3095500000,3457400000,6143300000,2685900000,6182300000
"Raymond James Financial, Inc.",2018,-,1903327000,11686267000,28511883000,1304877000,1424670000,-,2448695000,856695000,486274000,1304877000,-,5455585000,6368461000,37412924000,31044463000,7475821000
Raytheon Technologies Corp,2018,-,6322000000,35503000000,31368000000,8280000000,10558000000,10083000000,41192000000,5269000000,12297000000,8553000000,2462000000,7066000000,38446000000,134211000000.00,95765000000,66501000000
Realty Income Corp,2018,-,940742000,155378000,328663000,364598000,937890000,-,6499976000,363614000,-,339955000,-,89488000,8088742000,15260483000,7171741000,1327838000
Regency Centers Corp,2018,-,610327000,30024000,224807000,209351000,694641000,-,3715212000,249127000,-,380169000,-,65491000,6397970000,10944663000,4546693000,1120975000
"Regeneron Pharmaceuticals, Inc.",2018,-,2195100000,6447600000,1442800000,2553500000,2725800000,1151200000,708500000,2444400000,2575800000,2534400000,2186100000,1556200000,8757300000,11734500000,2977200000,6710800000
