Company Name,Year,Advertising % TR,Calculated Tax Rate %,Current Ratio,Earnings Before Tax Margin %,EBITDA Margin %,Gross Margin %,Interest Coverage,Inventories % TA,Inventory Turnover,LT Debt to Equity,Net Current Assets % TA,Net PPE % TA,Net PPE Turnover,Net Profit Margin %,Operating Margin %,Quick Ratio,R&D % TR,Revenue per Employee,ROA % (Net),ROE % (Net),ROI % (Operating),Selling Gen & Admin % TR,Total Asset Turnover,Total Debt to Equity
Marathon Oil Corp.,2018,-,23.20,1.59,21.68,62.53,87.21,6.72,0.45,7.59,0.45,5.11,78.81,0.38,16.65,25.33,1.38,-,2742500,5.06,9.20,9.57,5.99,0.30,0.45
Marathon Petroleum Corp.,2018,-,21.06,1.36,4.70,8.15,11.37,6.49,10.58,11.19,0.77,5.17,48.48,2.72,2.86,5.74,0.57,-,1608981,3.92,11.30,12.42,2.49,1.37,0.78
MarketAxess Holdings Inc.,2018,-,20.74,6.21,50.07,55.37,-,27.77,-,-,-,65.60,9.06,8.58,39.68,48.81,6.21,-,959394,27.08,30.79,37.87,38.64,0.68,-
"Marriott International, Inc.",2018,3.18,19.54,0.42,10.80,13.57,17.70,7.44,-,-,3.83,-15.75,8.25,11.07,9.19,11.40,0.38,-,117943,8.01,64.04,20.10,4.47,0.87,4.20
Marsh & McLennan Companies Inc.,2018,-,25.58,1.21,15.01,18.10,-,9.90,-,-,0.73,4.68,3.25,21.16,11.04,18.47,1.09,-,230000,7.86,22.19,21.09,57.56,0.71,0.78
"Martin Marietta Materials, Inc.",2018,-,18.35,1.74,13.57,24.49,22.77,5.04,6.94,5.19,0.55,6.06,53.99,0.97,11.07,16.27,0.71,-,487063,5.07,9.77,8.76,6.61,0.46,0.63
Masco Corp.,2018,-,24.76,1.64,12.47,15.91,32.17,7.76,17.54,6.51,-,20.06,22.68,7.11,8.78,14.49,1.01,-,321500,13.49,-,41.10,17.68,1.54,-
Mastercard Inc,2018,-,18.67,1.39,48.19,50.83,-,39.15,-,-,1.08,18.42,3.70,17.09,39.19,48.71,1.13,-,1010135,25.37,107.87,64.38,40.68,0.65,1.17
Match Group Inc (New),2018,28.15,0.50,3.13,17.86,24.74,78.63,5.17,-,-,0.79,27.34,4.64,13.45,14.71,13.26,2.87,7.26,546525,9.84,23.78,11.87,53.80,0.67,0.79
McCormick & Co Inc,2018,2.72,-21.22,0.74,13.71,19.72,43.85,5.17,7.67,3.85,1.28,-5.09,9.60,6.03,17.26,16.70,0.30,1.28,466284,9.04,32.57,11.69,26.43,0.52,1.48
McDonald's Corp,2018,1.85,24.68,1.36,36.45,47.32,60.69,8.53,0.16,150.43,-,3.29,69.62,0.93,28.18,39.80,1.11,-,100120,17.79,-,32.76,19.85,0.63,-
McKesson Corp,2018,-,-25.60,1.01,0.10,0.36,5.37,2.62,27.01,12.48,0.69,0.75,4.08,87.62,0.03,0.30,0.56,0.06,2671244,0.11,0.64,3.30,3.91,3.43,0.80
Medtronic PLC,2018,-,45.46,2.28,18.95,30.27,69.77,7.95,3.92,2.62,0.47,14.11,5.04,6.68,10.36,19.88,1.71,7.52,348291,3.25,6.15,7.43,33.30,0.31,0.51
Merck & Co Inc,2018,4.97,28.82,1.17,20.57,24.90,68.06,19.34,6.58,2.56,0.74,4.44,16.08,3.29,14.71,19.62,0.72,23.06,612957,7.30,20.38,15.01,23.89,0.50,0.94
MetLife Inc,2018,-,18.69,-,9.28,-,-,-,-,-,-,-,-,-,7.54,-,-,-,1415438,0.73,9.20,-,-,0.10,0.32
"Mettler-Toledo International, Inc.",2018,-,21.36,1.42,22.21,24.65,57.38,19.26,10.26,4.77,1.67,11.89,27.40,4.24,17.46,22.64,0.96,4.81,183474,19.84,90.14,42.17,27.69,1.14,1.75
MGM Resorts International,2018,2.59,9.38,0.86,4.54,21.45,41.18,1.73,0.37,64.93,2.32,-1.40,68.62,0.58,3.97,11.31,0.74,-,163376,1.57,6.61,6.31,18.57,0.40,2.32
Microchip Technology Inc,2018,-,65.36,1.66,18.52,38.27,60.81,5.29,5.77,14.16,0.54,16.21,9.30,22.25,6.42,23.52,1.37,13.30,1134211,12.99,31.62,60.42,11.36,2.03,0.94
Micron Technology Inc.,2018,-,1.17,2.79,47.08,63.14,58.87,67.11,8.29,3.72,0.12,23.71,54.57,1.41,46.51,49.02,2.13,7.04,846514,36.01,55.68,44.80,2.68,0.77,0.14
Microsoft Corporation,2018,-,54.57,2.90,33.05,40.50,65.25,67.55,1.03,15.84,0.87,42.95,11.38,4.15,15.02,31.77,2.74,13.34,1131491,6.63,21.37,22.08,20.14,0.44,0.92
Mid-America Apartment Communities Inc,2018,1.29,1.13,-,14.75,56.73,76.38,2.28,-,-,0.74,-,-,-,14.19,25.17,-,-,615731,1.95,3.56,3.67,19.47,0.14,0.74
Moderna Inc,2018,-,-,7.02,-284.60,-286.18,-,-,-,-,0.02,68.30,10.80,0.77,-284.84,-305.97,6.96,336.19,177721,-25.26,-35.70,-37.49,69.78,0.09,0.02
"Mohawk Industries, Inc.",2018,1.17,17.57,1.38,10.51,15.78,28.43,28.21,17.46,3.37,0.20,9.49,35.88,2.23,8.63,10.97,0.52,-,237141,6.84,11.89,10.68,17.46,0.79,0.44
Molson Coors Beverage Co,2018,11.14,16.56,0.64,12.63,21.28,38.86,5.47,1.97,11.13,0.66,-5.10,15.30,2.32,10.37,15.15,0.44,-,606738,3.70,8.35,6.72,26.02,0.36,0.78
Mondelez International Inc,2018,4.52,27.20,0.45,10.96,15.86,39.91,7.17,4.13,6.05,0.49,-14.56,13.52,3.02,13.03,12.77,0.24,1.40,324225,5.37,13.07,7.55,24.96,0.41,0.72
Monolithic Power Systems Inc,2018,-,11.15,7.22,20.34,21.44,55.40,-,17.19,2.20,-,63.06,18.91,3.95,18.08,19.49,5.40,16.05,335280,14.56,18.12,19.53,19.54,0.81,-
Monster Beverage Corp (New),2018,9.30,23.22,3,33.97,35.15,60.29,167.70,6.13,5.67,-,26.58,5.37,16.09,26.08,33.72,2.40,-,1211707,21.31,26.46,34.20,-,0.82,-
Moody's Corp.,2018,-,21.22,1.61,37.30,46.48,71.97,8.65,-,-,11.36,13.52,3.36,13.77,29.48,42.05,1.48,1.15,341746,14.45,1981.24,32.92,24.31,0.49,12.34
Morgan Stanley,2018,-,20.91,-,22.39,-,-,-,-,-,-,-,-,-,17.43,-,-,-,831726,1.03,11.10,-,-,0.06,2.36
Mosaic Co (The),2018,-,13.98,1.71,5.75,16.64,15.63,5.59,11.28,4.24,0.43,8.71,58.38,0.89,4.90,9.68,0.68,-,743202,2.43,4.70,6.24,3.56,0.49,0.44
Motorola Solutions Inc,2018,-,12.07,1.38,15.01,22.93,47.39,5.65,3.78,11.31,-,12.50,9.51,8.39,13.16,17.09,0.82,8.67,458938,10.97,-,37.15,17.08,0.83,-
MSCI Inc,2018,-,19.37,1.77,43.93,57.80,79.96,6.05,-,-,-,18.48,2.68,15.48,35.42,47.90,1.69,5.68,460792,15.24,433.13,28.10,20.42,0.43,-
Nasdaq Inc,2018,-,57.93,0.97,24.46,30.09,59.06,7.34,-,-,0.54,-1.27,2.39,11.02,10.71,24.04,0.18,-,1043425,2.91,8.08,10.61,28.88,0.27,0.70
"NetApp, Inc.",2018,-,93.48,1.89,19.73,22.79,62.58,-,1.28,15.31,0.75,32.77,7.66,7.62,1.29,15.34,1.77,13.25,575460,0.79,3.14,23.08,33.99,0.61,0.75
Netflix Inc,2018,11.45,1.24,1.49,7.77,58.64,36.89,4.24,-,-,1.98,12.35,1.61,42.82,7.67,10.16,0.58,7.74,2224555,5.38,27.46,12.50,18.99,0.70,1.98
Newell Brands Inc,2018,4.33,-,2.33,-95.79,-88.66,34.86,-,8.94,2.75,1.28,24.94,5.22,6.56,-80.15,-90.70,0.70,1.56,233268,-27.21,-71.36,-42.37,28.21,0.34,1.34
Newmont Corp,2018,-,52.30,2.95,10.18,29.01,43.57,5.23,6.41,3.05,0.34,16.85,59.17,0.59,4.70,10.89,2.12,2.11,299711,1.65,3.23,5.37,3.36,0.35,0.41
News Corp (New),2018,7.35,-,1.33,-0.92,3.28,45.67,35.57,2.30,16.79,0.16,6.72,15.66,4.31,-16.78,2.76,1.10,-,322286,-9.80,-15.05,2.22,33.79,0.58,0.21
NextEra Energy Inc,2018,-,22.53,0.36,41.81,74.68,57.78,3.11,1.18,5.66,0.78,-10.77,67.82,0.23,39.68,25.11,0.20,-,1177958,6.59,21.29,6.22,9.02,0.17,1.10
Nielsen Holdings PLC,2018,0.28,-,1.21,-13.54,-5.02,56.95,-,-,-,2.91,2.28,3.08,13.72,-10.93,-7.29,0.99,-,141630,-4.44,-20.08,-3.97,30.05,0.41,2.95
NIKE Inc,2018,9.83,55.31,2.51,11.88,14.08,43.84,81.09,23.34,3.96,0.35,40.35,19.76,8.62,5.31,12.03,1.45,-,497907,8.44,17.40,29.36,31.63,1.59,0.39
NiSource Inc. (Holding Co.),2018,-,-,0.51,-4.51,13.24,65.56,0.41,1.94,3.94,1.24,-9.09,71.28,0.34,-0.99,2.44,0.31,-,632435,-0.24,-1,0.88,46,0.24,1.59
Norfolk Southern Corp,2018,-,23.15,0.72,30.28,44.77,69.70,7.11,0.57,16.19,0.69,-2.01,85.79,0.37,23.27,34.55,0.52,-,429750,7.41,16.81,15.02,25.53,0.32,0.73
Northern Trust Corp,2018,-,20.50,-,29.40,-,-,-,-,-,-,-,0.32,14.92,23.37,-,-,-,354197,1.15,15.02,-,-,0.05,0.32
Northrop Grumman Corp,2018,-,13.71,1.17,12.43,16.96,22.57,6.73,1.74,32.50,1.70,3.73,16.92,5.68,10.73,12.56,0.97,2.54,354059,8.90,42.39,17.37,10,0.83,1.70
NortonLifeLock Inc,2018,7.45,-157.89,1.10,9.04,22.76,78.65,0.19,-,-,1,2.05,4.94,5.65,23.54,1.01,0.94,19.78,410786,6.73,26.82,0.45,44.83,0.29,1
Norwegian Cruise Line Holdings Ltd,2018,5.41,1.49,0.17,16.01,29.31,44.23,4.51,0.59,39.19,0.97,-17.10,79.70,0.52,15.77,20.13,0.07,-,182383,6.52,16.30,9.95,14.83,0.41,1.09
NRG Energy Inc,2018,-,1.53,1.50,4.83,10.40,25.01,1.97,3.88,15.06,-,11.31,28.68,1.12,2.83,10.02,0.67,0.12,1949404,1.58,-,8.90,8.43,0.56,-
Nucor Corp.,2018,-,23.46,3.08,12.72,15.78,17.14,24.53,25.41,5.18,0.43,32.53,29.77,4.81,9.42,13.26,1.39,-,953128,13.98,25.48,24.98,3.43,1.48,0.44
NVIDIA Corp,2018,0.26,4.66,8.03,32.90,33.99,59.93,-,7.08,4.90,0.27,72.08,8.87,12.83,31.37,33.05,7.26,18.50,844959,28.99,46.07,35.67,8.39,0.92,0.27
NVR Inc.,2018,-,16.94,4.65,13.35,13.98,20.83,39.27,39.58,4.55,0.33,49.22,1.54,146.34,11.09,13.70,1.63,-,1283866,25.90,46.70,42.74,7.13,2.34,0.33
NXP Semiconductors NV,2018,-,7.41,1.54,25.25,48.12,51.57,12.04,5.94,3.62,0.59,8.55,11.31,3.98,23.47,28.81,1.06,18.07,313567,9.69,18.38,14.28,10.56,0.41,0.70
"O'Reilly Automotive, Inc.",2018,0.85,21.82,0.91,17.76,21.60,52.85,15.18,40.01,1.45,9.66,-4.40,44.95,2.75,13.89,19.03,0.06,-,120449,17.03,263.13,49.04,33.82,1.23,9.66
Occidental Petroleum Corp,2018,-,29.86,1.34,26.12,49.18,65.31,14.57,2.87,5.24,0.48,5.75,71.69,0.60,21.82,29.93,1.07,-,1721273,9.62,19.72,18.26,8.52,0.44,0.48
"Old Dominion Freight Line, Inc.",2018,0.70,25.73,1.98,20.17,25.79,97.63,-,-,-,0.02,9.86,77.71,1.57,14.98,20.21,1.82,-,190032,18.32,24.44,32.06,71.21,1.22,0.02
"Omnicom Group, Inc.",2018,-,25.60,0.90,12.59,15.68,18.66,10.20,4.72,10.95,1.72,-6.27,2.82,22.07,8.67,13.95,0.74,-,217190,5.35,51.39,28.49,2.98,0.62,1.92
ONEOK Inc,2018,-,26.69,0.66,10.80,17.93,18.80,3.91,2.40,23.50,1.35,-3.89,80.99,0.92,9.15,14.57,0.39,-,4691951,6.57,19.02,11.98,0,0.72,1.43
Oracle Corp,2018,0.35,69.60,3.96,32.70,41.76,79.71,16.60,-,-,1.23,41.36,4.30,7.11,9.60,34.34,3.78,15.29,290737,2.81,7.68,12.54,24.53,0.29,1.33
Organon & Co,2018,3.29,21.11,-,27.91,44.82,52,-,-,-,-,-,-,-,22.02,26.46,-,3.73,-,-,-,-,20.59,-,-
Otis Worldwide Corp,2018,-,36.08,1.06,14.66,15.21,28.85,-,6.97,-,-,3.38,7.42,-,8.12,14.21,0.76,1.40,-,-,-,-,13.43,-,0.02
PACCAR Inc.,2018,-,21.89,1.72,11.96,15.60,19.45,22.80,4.65,17.91,1.16,12.06,9.74,9.50,9.34,12.24,1.36,1.30,839132,8.97,26.38,16.21,2.74,0.96,1.16
Packaging Corp of America,2018,-,23.96,3.05,13.84,20.38,23.46,10.98,12.11,6.89,0.94,21.64,47.32,2.33,10.52,15.22,1.81,0.21,467640,11.56,30.40,21.34,7.65,1.10,0.94
Parker Hannifin Corp,2018,-,37.65,1.59,11.90,15.06,24.75,8.80,10.58,6.79,0.74,12.32,12.12,7.54,7.42,13.16,1.04,2.29,250173,6.89,19.08,17.15,11.59,0.93,0.85
Paychex Inc,2018,-,27.96,1.09,38.34,41.56,-,-,-,-,-,6.66,5.27,9.25,27.62,38.08,0.19,-,236427,13.06,46.92,64.70,31.81,0.47,-
Paycom Software Inc,2018,2.97,21.55,1.03,30.85,33.66,83.97,226.78,0.05,85.85,0.10,2.36,11.63,3.49,24.20,30.67,0.04,8.17,185684,9.53,58.31,64.36,42.46,0.39,0.10
PayPal Holdings Inc,2018,3.13,13.43,1.27,15.38,19.44,55.63,286.64,-,-,-,16.29,3.98,9.50,13.31,14.20,1.24,6.93,708761,4.89,13.11,13.98,27.48,0.37,-
Penn National Gaming Inc,2018,-,-5.32,0.92,1.88,23.91,44.52,1.18,-,-,12.90,-0.55,62.67,0.75,2.61,17.67,0.78,-,139337,1.15,28.42,8.45,17.25,0.44,13.07
Pentair PLC,2018,-,15.30,1.27,12.81,15.58,35.33,13.40,10.18,3.96,0.43,5.80,7.16,7.25,11.72,14.73,0.72,2.59,296510,5.59,10.11,9.60,18.02,0.48,0.43
People's United Financial Inc,2018,-,18.77,-,30.57,-,-,-,-,-,-,-,0.56,7.25,24.83,-,-,-,318480,1.01,7.58,-,-,0.04,0.14
PepsiCo Inc,2018,4.02,-36.67,0.99,14.21,19.56,54.56,8.29,4.03,9.67,1.95,-0.32,22.65,3.72,19.35,15.64,0.82,1.05,242841,15.94,98.79,20.90,38.93,0.82,2.23
"PerkinElmer, Inc.",2018,-,7.84,1.60,9.28,18.15,48.27,4.92,5.66,4.17,0.73,7.75,5.33,9.03,8.56,11.66,1.02,6.98,222850,3.95,9.38,7.23,29.23,0.46,0.73
Pfizer Inc,2018,5.78,5.94,1.57,22.15,33.11,79.03,11.78,4.71,1.49,0.52,11.33,8.40,3.94,20.79,21.58,0.84,14.92,580595,6.73,16.56,10.53,26.94,0.32,0.66
Philip Morris International Inc,2018,3.02,22.91,1.13,36.02,41.60,63.69,17.11,22.12,1.22,-,5.66,18.09,4.09,26.70,38.40,0.59,1.29,382752,19.12,-,54.76,25.01,0.72,-
Phillips 66,2018,0.06,21.11,1.48,6.52,8.15,9.99,15.77,6.52,29.64,0.45,7.87,40.55,5.25,4.90,6.96,0.94,0.05,8043451,10.30,22.50,22.39,1.47,2.10,0.45
Pinnacle West Capital Corp,2018,-,20.15,0.56,18,44.48,42.76,3.69,1.66,7.24,0.89,-4.10,79.42,0.27,13.84,20.96,0.16,-,589750,2.95,9.99,7.58,0,0.21,1
Pioneer Natural Resources Co,2018,-,22.06,1.42,13.29,19.33,29.87,10.93,1.35,22.33,0.19,4.26,82.89,0.66,10.39,14.63,1.17,-,2963488,5.60,8.36,9.70,4.05,0.54,0.19
PNC Financial Services Group (The),2018,-,16.83,-,32.15,-,-,-,-,-,-,-,-,-,26.51,-,-,-,376779,1.39,11.13,-,-,0.05,0.75
Pool Corp,2018,0.25,20.06,2.99,9.77,11.34,29.02,15.02,54.20,3.52,2.94,49.13,8.62,28.84,7.82,10.47,0.71,-,749524,20.02,104.97,38.44,18.55,2.56,2.98
PPG Industries Inc,2018,1.82,21.05,1.36,10.91,13.83,41.45,17.62,11.13,5.12,0.94,9.92,17.51,5.46,8.72,10.89,0.87,2.87,553022,8.24,26.33,17.30,23.24,0.94,1.08
PPL Corp,2018,-,20.04,0.53,29.35,55.70,40.64,2.98,0.70,11.32,1.72,-4.91,79.40,0.23,23.47,36.63,0.41,-,625603,4.31,16.30,8.68,0,0.18,1.89
Principal Financial Group Inc,2018,-,12.93,-,12.53,-,-,-,-,-,-,-,0.32,18.65,10.86,-,-,-,864170,0.62,12.76,-,-,0.06,0.29
Procter & Gamble Company (The),2018,10.63,26,0.83,19.94,24.57,48.73,52.94,4,7.32,0.40,-4.16,17.41,3.30,14.59,20.52,0.59,2.85,726435,8.17,18.14,16.10,28.21,0.56,0.60
Progressive Corp. (OH),2018,-,17.15,-,9.89,-,-,-,-,-,-,-,2.43,28.41,8.18,-,-,-,856290,6.13,26.01,-,-,0.75,0.41
Prologis Inc,2018,-,3.99,0.52,56.63,96.11,44.81,3.95,-,-,0.50,-1.34,0.29,25.26,58.81,30.20,0.41,-,1734353,4.86,8.70,2.90,14.12,0.08,0.50
Prudential Financial Inc,2018,-,17,-,7.67,-,-,-,-,-,-,-,-,-,6.47,-,-,-,1247564,0.49,7.93,-,-,0.08,0.41
PTC Inc,2018,0.23,-81.42,0.86,2.31,10.25,73.73,1.93,-,-,0.74,-4.36,3.46,17.22,4.19,5.90,0.56,20.11,203245,2.22,5.91,4.70,44.89,0.53,0.74
Public Service Enterprise Group Inc,2018,-,22.66,0.71,18.98,35.11,35.64,5.66,1.99,7.06,0.92,-3.15,75.81,0.29,14.83,23.70,0.37,-,737619,3.27,10.19,8.02,-,0.22,1.08
Public Storage,2018,-,-,-,58.59,59.41,73.14,231.51,-,-,0.15,-,-,-,62.12,51.27,-,-,491836,15.80,18.95,13.51,4.31,0.25,0.15
PulteGroup Inc,2018,0.50,24.20,11.31,13.20,13.62,23.30,-,71.30,1.09,0.70,76.01,0.91,124.52,10.03,13.13,1.47,-,2003211,10.29,22.78,16.94,9.93,1.03,0.70
PVH Corp,2018,5.62,-5.18,1.62,5.61,9.81,54.90,5.09,13.39,2.76,0.55,9.75,7.57,10.57,6.03,6.98,0.63,-,240291,4.61,10.23,7.36,47.65,0.76,0.56
Qorvo Inc,2018,-,334.98,4.18,0.58,26.36,38.57,1.34,7.40,4.05,0.21,21.98,21.53,2.15,-1.35,2.36,2.97,14.97,358257,-0.62,-0.83,1.21,17.75,0.46,0.21
Qualcomm Inc,2018,-,817.17,1.55,2.89,6.94,54.94,5.19,5.18,5.50,16.56,18.81,9.10,7.22,-21.40,3.26,1.33,24.74,631762,-9.75,-30.22,2.09,13.14,0.46,17.64
"Quanta Services, Inc.",2018,-,35.32,1.84,4.10,6.62,13.25,15.27,1.52,102.76,0.29,21.48,18.03,8.71,2.63,4.84,1.34,-,284985,4.33,7.93,11.86,7.68,1.65,0.29
"Quest Diagnostics, Inc.",2018,-,19.65,0.94,12.30,15.71,34.59,6.62,0.90,50.78,0.66,-0.86,11.71,6.19,9.77,14.67,0.77,-,163717,6.84,14.52,12.41,18.91,0.70,0.75
Ralph Lauren Corp,2018,3.90,66.72,2.24,7.91,12.78,60.68,84.44,12.39,3.13,0.15,31.92,19.31,4.95,2.63,8.06,1.64,-,263799,2.77,4.83,11.80,50.07,1.05,0.25
"Raymond James Financial, Inc.",2018,-,34.79,0.41,17.45,19.06,97.30,170.48,-,-,0.38,-44.97,1.30,16.19,11.46,17.45,0.41,-,403009,2.37,14.34,14.95,72.98,0.21,0.38
Raytheon Technologies Corp,2018,-,31.71,1.13,12.45,15.88,24.84,8.24,7.51,5.01,1.07,3.08,9.16,5.92,7.92,12.86,0.65,3.70,276857,4.56,15.48,12.13,10.63,0.58,1.18
Realty Income Corp,2018,-,-,0.47,27.46,70.63,74.97,44.41,-,-,0.80,-1.14,-,-,27.38,25.60,0.45,-,8047503,2.48,4.70,2.42,6.74,0.09,0.80
Regency Centers Corp,2018,-,-,0.13,18.68,61.97,85.01,2.56,-,-,0.58,-1.78,-,-,22.22,33.91,0.09,-,2513397,2.26,3.81,3.73,5.84,0.10,0.58
"Regeneron Pharmaceuticals, Inc.",2018,-,4.27,4.47,38.05,40.62,93.53,89.87,9.81,0.46,0.08,42.65,21.95,2.72,36.42,37.77,3.14,32.58,906865,23.85,32.81,31.07,23.19,0.65,0.08
Regions Financial Corp (New),2018,-,19.80,-,30.49,-,-,-,-,-,-,-,1.63,3.12,27.43,-,-,-,321098,1.41,11.25,-,-,0.05,0.37
Republic Services Inc,2018,-,20.66,0.58,13.47,27.01,38.75,4.54,0.25,117.93,0.96,-5.34,37.10,1.27,10.33,17.29,0.45,-,278914,4.85,13.05,10.71,10.55,0.47,1.05
ResMed Inc.,2018,-,39.46,2.08,22.28,24.77,58.21,45.24,8.77,3.64,0.13,18.10,12.62,5.99,13.49,23.15,1.30,6.63,393972,9.66,15.70,20.14,25.65,0.72,0.14
Robert Half International Inc.,2018,0.91,26.59,1.80,10.20,11.26,41.55,-,-,-,0,34.37,6.58,42.95,7.49,10.12,1.30,-,25044,23.04,40.05,54.12,31.40,3.08,0
"Robinson (C.H.) Worldwide, Inc.",2018,-,24.51,1.92,5.29,5.76,16.27,28.67,-,-,0.84,29.81,5.16,72.53,4,5.48,1.77,-,1089711,15.34,43.99,31.28,10.78,3.84,0.84
"Rockwell Automation, Inc.",2018,-,59.76,1.27,19.96,23.16,43.09,26.53,9.29,6.65,0.76,9.48,9.21,11.49,8.03,19.34,0.94,5.58,289826,7.98,25.02,32.64,23.99,0.99,1.10
"Rollins, Inc.",2018,3.84,25.45,0.96,17.06,18.72,50.90,-,1.44,58.14,-,-1.19,12.51,13.44,12.72,17,0.77,-,132632,21.78,33.92,45.34,30.23,1.71,-
Roper Technologies Inc,2018,-,21.19,1.11,23.09,33.66,63.17,7.67,1.25,9.66,0.64,1.07,0.84,38.28,18.19,26.90,0.85,6.11,332535,6.39,12.94,11.31,36.27,0.35,0.64
Ross Stores Inc,2018,0.54,33.22,1.64,14.44,16.71,28.95,266.86,28.69,6.37,0.10,21.40,41.64,5.90,9.64,14.49,0.72,-,168152,24.31,46.25,61.15,14.46,2.52,0.13
Royal Caribbean Group,2018,4.10,-,0.17,19.13,33.63,44.57,6.30,0.55,39.72,0.75,-21.19,84.72,0.44,19.08,19.96,0.09,-,123137,7.24,16.61,9.44,13.73,0.38,0.97
S&P Global Inc,2018,0.53,20.89,1.37,42.84,48.27,72.82,20.82,-,-,5.83,10.31,2.85,22.97,31.29,44.58,1.29,-,295189,20.74,292.46,65.11,24.94,0.66,5.83
Salesforce.Com Inc,2018,3.56,36.93,0.92,1.93,6.32,73.54,2.71,-,-,0.07,-3.99,9.26,5.61,1.22,2.25,0.83,14.82,361380,0.66,1.51,2.29,56.47,0.54,0.18
SBA Communications Corp (New),2018,-,8.19,0.31,2.77,38.23,74.87,1.39,-,-,-,-11.54,38.63,0.67,2.54,29.17,0.23,-,1385074,0.65,-,8.20,7.64,0.26,-
Schein (Henry) Inc,2018,0.22,22.36,1.30,5.27,6.26,27.23,13.09,23.18,4.92,0.34,11.25,4.50,34.96,4.06,5.70,0.52,-,735459,6.59,18.62,16.06,20.47,1.62,0.66
Schlumberger Ltd,2018,-,17.04,1.17,7.91,15.97,14.17,5.56,5.69,7.07,0.40,3.18,16.56,2.85,6.44,9.64,0.79,2.12,331790,3,5.86,5.97,1.34,0.47,0.44
Schwab (Charles) Corp (The),2018,-,23.13,0.24,41.51,44.03,145.19,596,-,-,0.33,-68.04,0.60,6.78,31.91,41.51,0.19,-,563538,1.30,17.90,13.86,45.05,0.04,0.33
Seagate Technology Holdings PLC,2018,0.25,16.64,1.35,12.68,19.28,30.08,8.25,11.19,7.69,2.59,11.90,19.04,6.12,10.57,14.61,0.95,9.17,260808,12.69,78.26,25.46,5.03,1.20,2.89
Sealed Air Corp,2018,-,67.17,1.04,9.67,16.21,31.74,3.69,10.79,6.14,-,1.31,20.52,4.65,4.08,13.87,0.55,1.71,305335,3.74,-,20.08,16.53,0.92,-
Sempra,2018,-,9.18,0.48,8.95,29.03,37.77,1.55,0.49,24.12,1.26,-6.40,60.68,0.32,8.98,10.88,0.27,-,2910834,1.89,7.05,3.41,4.04,0.21,1.48
ServiceNow Inc,2018,2.50,-,1.17,-1.50,4.05,76.13,-,-,-,0.60,8.56,8.95,8.81,-1.02,-1.63,1.03,20.30,319943,-0.73,-3.15,-2.40,57.46,0.72,0.60
Sherwin-Williams Co (The),2018,2.04,18.45,1.01,7.75,13.22,42.31,5.23,9.49,5.59,2.33,0.24,9.29,9.60,6.32,10.78,0.50,0.30,328558,5.67,29.87,13.86,28.71,0.90,2.50
"Simon Property Group, Inc.",2018,-,-,0.45,41.48,79.76,90.28,3.57,-,-,6.61,-5.13,-,-,43.13,51.45,0.45,-,844466,7.75,65.92,10.52,5.91,0.18,6.61
Skyworks Solutions Inc,2018,-,31.06,5.80,34.44,42.17,50.43,172.36,10.15,3.90,-,38.78,23.63,3.83,23.74,34.11,4.32,10.46,412620,19.59,22.56,32.41,5.37,0.83,-
Smith (A O) Corp,2018,4.14,20.37,2.09,17.50,20.02,40.95,64.88,9.92,6.32,0.13,27.78,17.58,5.96,13.93,17.10,1.65,2.95,195577,14.17,26.39,27.27,23.65,1.02,0.13
Smucker (J.M.) Co.,2018,2.64,-55.47,1.50,11.70,16.87,38.55,5.95,5.58,5.14,0.59,3.41,11.30,4.40,18.19,14.08,0.55,0.76,1051014,8.65,18.16,8.30,18.63,0.48,0.61
"Snap-On, Inc.",2018,1.37,23.56,2.33,22.35,25.89,45.94,19.20,12.54,3,0.31,23.54,9.21,8.33,16.70,23.49,1.52,1.50,323935,12.84,22.53,23.42,-,0.77,0.31
Southern Company (The),2018,-,17.26,0.67,11.07,32.24,41.09,2.12,2.05,5.51,1.63,-4.02,69.11,0.29,9.54,16.60,0.38,-,804844,1.97,9.06,5.50,0,0.21,1.76
Southwest Airlines Co,2018,0.98,22.09,0.64,14.40,19.98,67.87,133.58,1.76,16.02,0.28,-10.96,74.40,1.15,11.22,14.60,0.54,-,373554,9.60,24.31,23.46,34.82,0.86,0.34
Stanley Black & Decker Inc,2018,0.72,40.73,1.14,7.31,12.43,34.69,5.89,12.23,4.16,0.49,2.93,9.87,7.67,4.33,8.81,0.47,1.97,230731,3.15,7.52,10.23,22.48,0.73,0.54
Starbucks Corp.,2018,1.05,23.03,2.20,22.16,27.36,58.84,-,5.80,7.36,7.77,28.19,24.54,4.57,18.28,14.49,1.69,-,85180,23.52,136.89,35.93,36.22,1.29,8.07
State Street Corp.,2018,-,13.34,-,23.12,-,-,-,-,-,-,-,0.91,5.90,20.03,-,-,-,323178,1.08,11.03,-,-,0.05,0.45
STERIS plc (Ireland),2018,0.42,17.85,2.48,13.55,19.53,41.76,8.32,3.96,7.56,0.41,11.37,19.43,2.72,11.10,15.40,1.81,2.32,218333,5.75,9.69,9.17,24.04,0.52,0.41
Stryker Corp,2018,-,-50.81,2.02,17.32,22.64,65.72,331.45,10.85,1.72,0.72,18.09,8.41,6.38,26.12,18.65,1.25,6.34,377806,14.38,32.75,13.09,37.49,0.55,0.84
